Linha,203
Tabela,009
num,ponto,horario
104801,TERMINAL CAPAO RASO,05:49
108035,ESTACAO TUBO BENTO VIANA/NORTE,06:05
108023,ESTACAO TUBO CENTRAL/NORTE,06:17
104411,TERMINAL CABRAL/SENTIDO NORTE,06:28
105901,TERMINAL SANTA CANDIDA,06:45
104413,TERMINAL CABRAL/SENTIDO SUL,06:57
108024,ESTACAO TUBO CENTRAL/SUL,07:09
108036,ESTACAO TUBO BENTO VIANA/SUL,07:23
104801,TERMINAL CAPAO RASO,07:46
108035,ESTACAO TUBO BENTO VIANA/NORTE,08:05
108023,ESTACAO TUBO CENTRAL/NORTE,08:17
104411,TERMINAL CABRAL/SENTIDO NORTE,08:28
105901,TERMINAL SANTA CANDIDA,08:48
104413,TERMINAL CABRAL/SENTIDO SUL,09:01
108024,ESTACAO TUBO CENTRAL/SUL,09:13
108036,ESTACAO TUBO BENTO VIANA/SUL,09:26
104801,TERMINAL CAPAO RASO,09:49
108035,ESTACAO TUBO BENTO VIANA/NORTE,10:07
108023,ESTACAO TUBO CENTRAL/NORTE,10:19
104411,TERMINAL CABRAL/SENTIDO NORTE,10:30
105901,TERMINAL SANTA CANDIDA,10:50
104413,TERMINAL CABRAL/SENTIDO SUL,11:03
108024,ESTACAO TUBO CENTRAL/SUL,11:15
108036,ESTACAO TUBO BENTO VIANA/SUL,11:28
104801,TERMINAL CAPAO RASO,11:51
108035,ESTACAO TUBO BENTO VIANA/NORTE,12:09
108023,ESTACAO TUBO CENTRAL/NORTE,12:21
104411,TERMINAL CABRAL/SENTIDO NORTE,12:32
105901,TERMINAL SANTA CANDIDA,12:52
104413,TERMINAL CABRAL/SENTIDO SUL,13:05
108024,ESTACAO TUBO CENTRAL/SUL,13:17
108036,ESTACAO TUBO BENTO VIANA/SUL,13:30
104801,TERMINAL CAPAO RASO,13:53
108035,ESTACAO TUBO BENTO VIANA/NORTE,14:11
108023,ESTACAO TUBO CENTRAL/NORTE,14:23
104411,TERMINAL CABRAL/SENTIDO NORTE,14:34
105901,TERMINAL SANTA CANDIDA,14:54
104413,TERMINAL CABRAL/SENTIDO SUL,15:06
108024,ESTACAO TUBO CENTRAL/SUL,15:18
108036,ESTACAO TUBO BENTO VIANA/SUL,15:31
104801,TERMINAL CAPAO RASO,15:53
108035,ESTACAO TUBO BENTO VIANA/NORTE,16:11
108023,ESTACAO TUBO CENTRAL/NORTE,16:23
104411,TERMINAL CABRAL/SENTIDO NORTE,16:34
105901,TERMINAL SANTA CANDIDA,16:53
104413,TERMINAL CABRAL/SENTIDO SUL,17:06
108024,ESTACAO TUBO CENTRAL/SUL,17:18
108036,ESTACAO TUBO BENTO VIANA/SUL,17:31
104801,TERMINAL CAPAO RASO,17:57
108035,ESTACAO TUBO BENTO VIANA/NORTE,18:16
108023,ESTACAO TUBO CENTRAL/NORTE,18:28
104411,TERMINAL CABRAL/SENTIDO NORTE,18:39
105901,TERMINAL SANTA CANDIDA,19:00
104413,TERMINAL CABRAL/SENTIDO SUL,19:13
108024,ESTACAO TUBO CENTRAL/SUL,19:25
108036,ESTACAO TUBO BENTO VIANA/SUL,19:38
104801,TERMINAL CAPAO RASO,20:02
108035,ESTACAO TUBO BENTO VIANA/NORTE,20:19
108023,ESTACAO TUBO CENTRAL/NORTE,20:31
104411,TERMINAL CABRAL/SENTIDO NORTE,20:41
