Linha,863
Tabela,001
num,ponto,horario
150938,BAIRRO AGUA VERDE,05:30
101017,PRACA TIRADENTES,05:56
150938,BAIRRO AGUA VERDE,06:20
101017,PRACA TIRADENTES,06:46
150938,BAIRRO AGUA VERDE,07:10
101017,PRACA TIRADENTES,07:36
150938,BAIRRO AGUA VERDE,08:00
101017,PRACA TIRADENTES,08:26
150938,BAIRRO AGUA VERDE,08:50
101017,PRACA TIRADENTES,09:16
150938,BAIRRO AGUA VERDE,09:40
101017,PRACA TIRADENTES,10:06
150938,BAIRRO AGUA VERDE,10:31
101017,PRACA TIRADENTES,10:56
150938,BAIRRO AGUA VERDE,11:23
101017,PRACA TIRADENTES,11:48
150938,BAIRRO AGUA VERDE,12:15
101017,PRACA TIRADENTES,12:40
150938,BAIRRO AGUA VERDE,13:07
101017,PRACA TIRADENTES,13:32
150938,BAIRRO AGUA VERDE,13:59
101017,PRACA TIRADENTES,14:24
150938,BAIRRO AGUA VERDE,14:50
101017,PRACA TIRADENTES,15:14
150938,BAIRRO AGUA VERDE,15:40
101017,PRACA TIRADENTES,16:04
150938,BAIRRO AGUA VERDE,16:30
101017,PRACA TIRADENTES,16:54
150938,BAIRRO AGUA VERDE,17:20
101017,PRACA TIRADENTES,17:44
150938,BAIRRO AGUA VERDE,18:10
101017,PRACA TIRADENTES,18:34
150938,BAIRRO AGUA VERDE,19:00
101017,PRACA TIRADENTES,19:24
150938,BAIRRO AGUA VERDE,19:46
101017,PRACA TIRADENTES,20:10
150938,BAIRRO AGUA VERDE,20:32
101017,PRACA TIRADENTES,20:56
150938,BAIRRO AGUA VERDE,21:18
101017,PRACA TIRADENTES,21:42
150938,BAIRRO AGUA VERDE,22:04
101017,PRACA TIRADENTES,22:28
150938,BAIRRO AGUA VERDE,22:50
101017,PRACA TIRADENTES,23:14
150938,BAIRRO AGUA VERDE,23:36
101017,PRACA TIRADENTES,00:00
