Linha,207
Tabela,002-2
num,ponto,horario
103303,PRACA GENERAL OSORIO,16:47
104412,TERMINAL CABRAL,17:23
103303,PRACA GENERAL OSORIO,17:52
104412,TERMINAL CABRAL,18:31
103303,PRACA GENERAL OSORIO,19:00
104412,TERMINAL CABRAL,19:39
103303,PRACA GENERAL OSORIO,20:06
104412,TERMINAL CABRAL,20:35
103303,PRACA GENERAL OSORIO,20:58
104412,TERMINAL CABRAL,21:27
103303,PRACA GENERAL OSORIO,21:50
104412,TERMINAL CABRAL,22:19
103303,PRACA GENERAL OSORIO,22:42
104412,TERMINAL CABRAL,23:11
103303,PRACA GENERAL OSORIO,23:34
